rank,name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,value,outcome
481,Julien Benneteau,France,FRA,Jo Wilfried Tsonga,France,FRA,15/02/2010,Marseille,B,3,H,VRAI,78,SF,7-6(11) 5-7 7-6(3),VRAI,13,
481,Jurgen Melzer,Austria,AUT,Ernests Gulbis,Latvia,LAT,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,R32,6-7(8) 6-3 7-6(5),FAUX,13,
481,Jurgen Melzer,Austria,AUT,Andreas Haider Maurer,Austria,AUT,25/10/2010,Vienna,B,3,H,VRAI,69,F,6-7(10) 7-6(4) 6-4,VRAI,13,
481,Karol Beck,Slovakia,SVK,Santiago Ventura,Spain,ESP,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 6-1 4-6 6-2,VRAI,13,
481,Kei Nishikori,Japan,JPN,Marin Cilic,Croatia,CRO,30/08/2010,US Open,G,5,H,FAUX,65,R64,5-7 7-6(6) 3-6 7-6(3) 6-1,VRAI,13,
481,Konstantin Kravchuk,Russian Federation,RUS,Frantisek Cermak,Czech Republic,CZE,25/10/2010,St. Petersburg,B,3,H,VRAI,67,R32,6-2 6-3,VRAI,13,
481,Lleyton Hewitt,Australia,AUS,Benjamin Becker,Germany,GER,07/06/2010,Halle,B,3,G,FAUX,80,SF,6-7(4) 7-6(3) 6-2,VRAI,13,
481,Lleyton Hewitt,Australia,AUS,Andreas Beck,Germany,GER,07/06/2010,Halle,B,3,G,FAUX,80,QF,7-6(0) 6-1,VRAI,13,
481,Lukasz Kubot,Poland,POL,Jurgen Melzer,Austria,AUT,25/10/2010,Vienna,B,3,H,VRAI,69,R16,7-6(3) 7-6(2),FAUX,13,
481,Marco Chiudinelli,Switzerland,SUI,John Isner,United States,USA,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-3 3-6 7-6(7) 6-4,FAUX,13,
481,Marcos Baghdatis,Cyprus,CYP,Jeremy Chardy,France,FRA,09/08/2010,Canada Masters,M,3,H,FAUX,68,R64,7-5 2-6 7-6(4),FAUX,13,
481,Marcos Baghdatis,Cyprus,CYP,Lukas Lacko,Slovakia,SVK,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 2-6 6-3 6-1,FAUX,13,
481,Mardy Fish,United States,USA,Andy Murray,United Kingdom,GBR,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,QF,6-7(7) 6-1 7-6(5),VRAI,13,
481,Marin Cilic,Croatia,CRO,Michael Berrer,Germany,GER,01/02/2010,Zagreb,B,3,H,VRAI,66,F,6-4 6-7(5) 6-3,VRAI,13,
481,Marin Cilic,Croatia,CRO,Arnaud Clement,France,FRA,22/02/2010,Dubai,A,3,H,FAUX,76,R32,6-2 6-4,VRAI,13,
481,Marin Cilic,Croatia,CRO,Kei Nishikori,Japan,JPN,30/08/2010,US Open,G,5,H,FAUX,65,R64,5-7 7-6(6) 3-6 7-6(3) 6-1,FAUX,13,
481,Michael Llodra,France,FRA,Mischa Zverev,Germany,GER,15/02/2010,Marseille,B,3,H,VRAI,78,SF,6-1 7-6(3),VRAI,13,
481,Michael Llodra,France,FRA,Victor Hanescu,Romania,ROU,30/08/2010,US Open,G,5,H,FAUX,65,R64,7-6(2) 6-4 6-2,VRAI,13,
481,Nicolas Almagro,Spain,ESP,Jo Wilfried Tsonga,France,FRA,18/01/2010,Australian Open,G,5,H,FAUX,52,R16,6-3 6-4 4-6 6-7(6) 9-7,FAUX,13,
481,Pablo Cuevas,Uruguay,URU,Michael Llodra,France,FRA,11/01/2010,Sydney,B,3,H,FAUX,65,R32,6-2 7-6(1),VRAI,13,
481,Pablo Cuevas,Uruguay,URU,Julio Silva,Brazil,BRA,30/08/2010,US Open,G,5,H,FAUX,65,R128,7-6(0) 6-1 6-2,VRAI,13,
481,Peter Luczak,Australia,AUS,Tommy Robredo,Spain,ESP,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,2-6 7-6(3) 6-2 7-5,VRAI,13,
481,Peter Luczak,Australia,AUS,Janko Tipsarevic,Serbia,SRB,13/06/2010,s-Hertogenbosch,B,3,G,FAUX,66,QF,6-3 6-3,FAUX,13,
481,Philipp Kohlschreiber,Germany,GER,Andy Roddick,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R32,7-5 6-7(5) 6-3 6-3,FAUX,13,
481,Philipp Kohlschreiber,Germany,GER,John Isner,United States,USA,04/10/2010,Beijing,A,3,H,FAUX,61,R16,7-6(3) 3-6 6-3,FAUX,13,
481,Philipp Kohlschreiber,Germany,GER,Marco Chiudinelli,Switzerland,SUI,07/06/2010,Halle,B,3,G,FAUX,80,R16,6-4 7-5,VRAI,13,
481,Philipp Petzschner,Germany,GER,Christophe Rochus,Belgium,BEL,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R128,6-2 7-5,VRAI,13,
481,Reda El Amrani,Morocco,MAR,Jan Hajek,Czech Republic,CZE,05/04/2010,Casablanca,B,3,C,FAUX,33,R16,6-3 2-6 6-2,VRAI,13,
481,Richard Gasquet,France,FRA,Andy Murray,United Kingdom,GBR,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,4-6 6-7(5) 6-4 6-2 6-1,FAUX,13,
481,Richard Gasquet,France,FRA,Olivier Rochus,Belgium,BEL,24/03/2010,Miami Masters,M,3,H,FAUX,58,R128,7-6(2) 1-6 6-4,FAUX,13,
481,Robby Ginepri,United States,USA,Sam Querrey,United States,USA,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,4-6 7-6(3) 6-4 6-2,VRAI,13,
481,Robin Soderling,Sweden,SWE,Robby Ginepri,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-2 6-2 6-3,VRAI,13,
481,Robin Soderling,Sweden,SWE,Andreas Seppi,Italy,ITA,12/07/2010,Bastad,B,3,C,FAUX,52,QF,4-6 7-5 7-6(5),VRAI,13,
481,Roger Federer,Switzerland,SUI,Andy Roddick,United States,USA,01/11/2010,Basel,A,3,H,VRAI,74,SF,6-2 6-4,VRAI,13,
481,Roger Federer,Switzerland,SUI,Lleyton Hewitt,Australia,AUS,07/06/2010,Halle,B,3,G,FAUX,80,F,3-6 7-6(4) 6-4,FAUX,13,
481,Roger Federer,Switzerland,SUI,Paul Henri Mathieu,France,FRA,30/08/2010,US Open,G,5,H,FAUX,65,R32,6-4 6-3 6-3,VRAI,13,
481,Ryan Harrison,United States,USA,Ivan Ljubicic,Croatia,CRO,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-3 6-7(4) 6-3 6-4,VRAI,13,
481,Ryan Harrison,United States,USA,Richard Bloomfield,United Kingdom,GBR,05/07/2010,Newport,B,3,G,FAUX,72,QF,5-7 7-6(3) 7-5,FAUX,13,
481,Sam Querrey,United States,USA,Janko Tipsarevic,Serbia,SRB,01/08/2010,Washington,A,3,H,FAUX,64,R32,7-6(3) 6-3,FAUX,13,
481,Sam Querrey,United States,USA,Andy Murray,United Kingdom,GBR,21/06/2010,Wimbledon,G,5,G,FAUX,88,R16,7-5 6-3 6-4,FAUX,13,
481,Sam Querrey,United States,USA,Andy Roddick,United States,USA,01/11/2010,Basel,A,3,H,VRAI,74,R32,7-5 7-6(6),FAUX,13,
481,Sam Querrey,United States,USA,Jeremy Chardy,France,FRA,24/03/2010,Miami Masters,M,3,H,FAUX,58,R64,4-6 6-4 6-2,FAUX,13,
481,Santiago Giraldo,Colombia,COL,Nicolas Almagro,Spain,ESP,25/10/2010,Vienna,B,3,H,VRAI,69,R16,7-6(4) 6-7(3) 6-3,FAUX,13,
481,Somdev Devvarman,India,IND,Marco Chiudinelli,Switzerland,SUI,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,6-3 3-6 6-3 3-6 6-3,FAUX,13,
481,Stan Wawrinka,Switzerland,SUI,Juan Ignacio Chela,Argentina,ARG,30/08/2010,US Open,G,5,H,FAUX,65,R64,7-5 6-3 6-4,VRAI,13,
481,Stan Wawrinka,Switzerland,SUI,Andy Murray,United Kingdom,GBR,30/08/2010,US Open,G,5,H,FAUX,65,R32,6-7(3) 7-6(4) 6-3 6-3,VRAI,13,
481,Stefan Koubek,Austria,AUT,Rajeev Ram,United States,USA,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,4-6 6-3 5-7 6-1 6-3,VRAI,13,
481,Tomas Berdych,Czech Republic,CZE,Florent Serra,France,FRA,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R64,7-5 4-6 6-4,VRAI,13,
481,Tomas Berdych,Czech Republic,CZE,Michael Russell,United States,USA,15/02/2010,Memphis,A,3,H,VRAI,73,R16,3-6 6-3 6-2,VRAI,13,
481,Tomas Berdych,Czech Republic,CZE,Wayne Odesnik,United States,USA,08/02/2010,San Jose,B,3,H,VRAI,81,R32,6-1 6-7(5) 7-5,VRAI,13,
481,Tomas Berdych,Czech Republic,CZE,Rafael Nadal,Spain,ESP,21/06/2010,Wimbledon,G,5,G,FAUX,88,F,6-3 7-5 6-4,FAUX,13,
481,Victor Hanescu,Romania,ROU,Paul Henri Mathieu,France,FRA,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,R64,6-7(6) 7-6(2) 6-3,FAUX,13,
481,Xavier Malisse,Belgium,BEL,Julian Reister,Germany,GER,21/06/2010,Wimbledon,G,5,G,FAUX,88,R64,6-7(7) 6-4 6-1 6-4,VRAI,13,
481,Xavier Malisse,Belgium,BEL,Santiago Giraldo,Colombia,COL,01/08/2010,Washington,A,3,H,FAUX,64,R64,4-6 6-3 6-4,VRAI,13,
588,Andy Murray,United Kingdom,GBR,Rafael Nadal,Spain,ESP,18/01/2010,Australian Open,G,5,H,FAUX,52,QF,6-3 7-6(2) 3-0 RET,VRAI,12,RET
588,Andy Murray,United Kingdom,GBR,Mardy Fish,United States,USA,07/06/2010,Queen's Club,B,3,G,FAUX,78,R16,6-4 1-6 7-6(2),FAUX,12,
588,Andy Roddick,United States,USA,Ivan Ljubicic,Croatia,CRO,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,F,7-6(3) 7-6(5),FAUX,12,
588,Andy Roddick,United States,USA,Robin Soderling,Sweden,SWE,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,SF,6-4 3-6 6-3,VRAI,12,
588,Andy Roddick,United States,USA,Igor Andreev,Russian Federation,RUS,24/03/2010,Miami Masters,M,3,H,FAUX,58,R64,6-4 6-4,VRAI,12,
588,Andy Roddick,United States,USA,Ernests Gulbis,Latvia,LAT,07/11/2010,Paris Masters,M,3,H,VRAI,93,R16,6-3 7-6(8),VRAI,12,
588,Andy Roddick,United States,USA,Igor Kunitsyn,Russian Federation,RUS,07/06/2010,Queen's Club,B,3,G,FAUX,78,R32,6-2 6-1,VRAI,12,
588,Bobby Reynolds,United States,USA,Lukas Lacko,Slovakia,SVK,15/02/2010,Memphis,A,3,H,VRAI,73,R32,2-6 7-6(6) 6-4,FAUX,12,
588,Carsten Ball,Australia,AUS,Ricardas Berankis,Lithuania,LTU,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-2 6-0 3-6 7-6(5),FAUX,12,
588,Daniel Brands,Germany,GER,Benjamin Becker,Germany,GER,30/08/2010,US Open,G,5,H,FAUX,65,R128,7-6(1) 7-6(5) 6-4,FAUX,12,
588,Daniel Brands,Germany,GER,Andreas Vinciguerra,Sweden,SWE,12/07/2010,Bastad,B,3,C,FAUX,52,R32,7-6(6) 6-7(5) 6-4,FAUX,12,
588,Daniel Brands,Germany,GER,Ivo Karlovic,Croatia,CRO,22/02/2010,Delray Beach,B,3,H,FAUX,55,R16,7-6(8) 7-6(6),FAUX,12,
588,Daniel Gimeno Traver,Spain,ESP,Nicolas Almagro,Spain,ESP,31/10/2010,Valencia,A,3,H,VRAI,51,R32,6-4 3-6 6-3,VRAI,12,
588,Daniel Gimeno Traver,Spain,ESP,Nikolay Davydenko,Russian Federation,RUS,12/07/2010,Stuttgart,B,3,C,FAUX,52,R16,7-6(7) 2-6 6-1,VRAI,12,
588,Daniel Gimeno Traver,Spain,ESP,Eduardo Schwank,Argentina,ARG,04/10/2010,Tokyo,A,3,H,FAUX,84,R32,6-4 6-4,VRAI,12,
588,Denis Istomin,Uzbekistan,UZB,Paul Henri Mathieu,France,FRA,18/10/2010,Moscow,B,3,H,VRAI,79,R16,1-6 7-5 6-3,VRAI,12,
588,Denis Istomin,Uzbekistan,UZB,Marcos Baghdatis,Cyprus,CYP,18/10/2010,Moscow,B,3,H,VRAI,79,SF,6-4 6-7(5) 7-6(2),FAUX,12,
588,Denis Istomin,Uzbekistan,UZB,Benjamin Becker,Germany,GER,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,7-5 7-5 6-3,VRAI,12,
588,Dustin Brown,Germany,GER,Michael Lammer,Switzerland,SUI,25/07/2010,Gstaad,B,3,C,FAUX,41,R32,7-5 7-5,FAUX,12,
588,Ernests Gulbis,Latvia,LAT,Guillermo Garcia Lopez,Spain,ESP,27/09/2010,Bangkok,B,3,H,VRAI,75,QF,7-6(4) 4-6 6-3,FAUX,12,
588,Feliciano Lopez,Spain,ESP,Robin Soderling,Sweden,SWE,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R32,7-6(3) 6-4,FAUX,12,
588,Feliciano Lopez,Spain,ESP,Guillermo Garcia Lopez,Spain,ESP,04/10/2010,Tokyo,A,3,H,FAUX,84,R16,7-6(5) 6-4,FAUX,12,
588,Feliciano Lopez,Spain,ESP,Rajeev Ram,United States,USA,01/02/2010,Johannesburg,B,3,H,FAUX,48,QF,7-6(2) 6-3,VRAI,12,
588,Feliciano Lopez,Spain,ESP,Marin Cilic,Croatia,CRO,25/04/2010,Rome Masters,M,3,C,FAUX,42,R32,2-6 7-6(2) 6-4,VRAI,12,
588,Feliciano Lopez,Spain,ESP,Dudi Sela,Israel,ISR,26/07/2010,Los Angeles,B,3,H,FAUX,43,R16,7-6(2) 6-4,VRAI,12,
588,Feliciano Lopez,Spain,ESP,Rafael Nadal,Spain,ESP,07/06/2010,Queen's Club,B,3,G,FAUX,78,QF,7-6(5) 6-4,VRAI,12,
588,Feliciano Lopez,Spain,ESP,James Ward,United Kingdom,GBR,13/06/2010,Eastbourne,B,3,G,FAUX,71,R32,6-3 5-4 RET,FAUX,12,RET
588,Fernando Gonzalez,Chile,CHI,Marsel Ilhan,Turkey,TUR,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,6-3 6-4 7-5,VRAI,12,
588,Florent Serra,France,FRA,Jurgen Melzer,Austria,AUT,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-1 6-7(3) 6-4 4-6 6-3,VRAI,12,
588,Florent Serra,France,FRA,Teymuraz Gabashvili,Russian Federation,RUS,27/09/2010,Bangkok,B,3,H,VRAI,75,R32,6-7(1) 6-4 6-4,VRAI,12,
588,Florian Mayer,Germany,GER,Janko Tipsarevic,Serbia,SRB,08/02/2010,Rotterdam,A,3,H,VRAI,60,R32,6-3 6-7(6) 7-6(6),VRAI,12,
588,Gael Monfils,France,FRA,Josselin Ouanna,France,FRA,01/02/2010,Johannesburg,B,3,H,FAUX,48,R16,6-4 7-5,VRAI,12,
588,Gael Monfils,France,FRA,Daniel Gimeno Traver,Spain,ESP,12/07/2010,Stuttgart,B,3,C,FAUX,52,SF,6-4 4-6 6-0,VRAI,12,
588,Gael Monfils,France,FRA,John Isner,United States,USA,18/01/2010,Australian Open,G,5,H,FAUX,52,R32,6-1 4-6 7-6(4) 7-6(5),FAUX,12,
588,Horacio Zeballos,Argentina,ARG,Janko Tipsarevic,Serbia,SRB,18/10/2010,Moscow,B,3,H,VRAI,79,R32,4-6 6-4 6-3,VRAI,12,
588,Ivan Dodig,Croatia,CRO,Oscar Hernandez,Spain,ESP,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-1 6-3 6-3,VRAI,12,
588,Ivan Ljubicic,Croatia,CRO,Arnaud Clement,France,FRA,18/10/2010,Stockholm,B,3,H,VRAI,54,R16,6-3 6-4,VRAI,12,
588,Ivan Ljubicic,Croatia,CRO,Andrey Golubev,Kazakhstan,KAZ,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,6-3 3-6 6-2 6-3,VRAI,12,
588,Ivan Ljubicic,Croatia,CRO,Xavier Malisse,Belgium,BEL,20/09/2010,Metz,B,3,H,VRAI,68,R16,7-5 6-2,FAUX,12,
588,Ivan Ljubicic,Croatia,CRO,Alejandro Falla,Colombia,COL,13/06/2010,s-Hertogenbosch,B,3,G,FAUX,66,R16,6-2 7-6(6),FAUX,12,
588,Ivan Ljubicic,Croatia,CRO,Andy Murray,United Kingdom,GBR,04/10/2010,Beijing,A,3,H,FAUX,61,QF,6-3 6-2,VRAI,12,
588,Izak Van Der Merwe,South Africa,RSA,Noam Okun,Israel,ISR,01/02/2010,Johannesburg,B,3,H,FAUX,48,R32,7-6(5) 7-6(2),VRAI,12,
588,James Blake,United States,USA,Peter Polansky,Canada,CAN,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-7(1) 6-3 6-2 6-4,VRAI,12,
588,Janko Tipsarevic,Serbia,SRB,Peter Luczak,Australia,AUS,13/06/2010,s-Hertogenbosch,B,3,G,FAUX,66,QF,6-3 6-3,VRAI,12,
588,Jarkko Nieminen,Finland,FIN,Christophe Rochus,Belgium,BEL,19/07/2010,Hamburg,A,3,C,FAUX,51,R64,6-3 7-6(6),VRAI,12,
588,Jeremy Chardy,France,FRA,Fernando Verdasco,Spain,ESP,09/08/2010,Canada Masters,M,3,H,FAUX,68,R32,6-7(7) 7-6(5) 6-2,VRAI,12,
588,Jeremy Chardy,France,FRA,Daniel Gimeno Traver,Spain,ESP,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 6-3 6-1,VRAI,12,
588,John Isner,United States,USA,Gael Monfils,France,FRA,25/10/2010,Montpellier,B,3,H,VRAI,78,QF,3-6 6-4 6-4,FAUX,12,
588,Josselin Ouanna,France,FRA,Denis Istomin,Uzbekistan,UZB,15/02/2010,Marseille,B,3,H,VRAI,78,R32,6-4 1-6 6-3,VRAI,12,
588,Jo Wilfried Tsonga,France,FRA,Taylor Dent,United States,USA,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,6-4 6-3 6-3,VRAI,12,
588,Julien Benneteau,France,FRA,Rafael Nadal,Spain,ESP,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,R16,5-7 7-6(6) 6-2,FAUX,12,
588,Kevin Anderson,South Africa,RSA,Leonardo Mayer,Argentina,ARG,22/02/2010,Delray Beach,B,3,H,FAUX,55,R32,7-6(7) 7-6(2),FAUX,12,
588,Kevin Anderson,South Africa,RSA,Somdev Devvarman,India,IND,30/08/2010,US Open,G,5,H,FAUX,65,R128,6-3 6-4 6-3,VRAI,12,
588,Kevin Anderson,South Africa,RSA,Janko Tipsarevic,Serbia,SRB,19/07/2010,Atlanta,B,3,H,FAUX,47,R32,6-3 7-5,VRAI,12,
588,Kristof Vliegen,Belgium,BEL,Julien Benneteau,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,2-6 6-7(6) 6-1 6-2 7-5,FAUX,12,
588,Leonardo Mayer,Argentina,ARG,Kevin Anderson,South Africa,RSA,22/02/2010,Delray Beach,B,3,H,FAUX,55,R32,7-6(7) 7-6(2),VRAI,12,
588,Leonardo Mayer,Argentina,ARG,Stephane Robert,France,FRA,13/06/2010,Eastbourne,B,3,G,FAUX,71,R32,7-6(4) 6-4,FAUX,12,
588,Lleyton Hewitt,Australia,AUS,Maximo Gonzalez,Argentina,ARG,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,5-7 6-0 6-2 6-2,VRAI,12,
588,Lukas Lacko,Slovakia,SVK,Ivan Ljubicic,Croatia,CRO,01/02/2010,Zagreb,B,3,H,VRAI,66,R16,7-6(3) 5-7 7-6(5),VRAI,12,
588,Marcel Granollers,Spain,ESP,Andreas Seppi,Italy,ITA,30/08/2010,US Open,G,5,H,FAUX,65,R128,2-6 5-7 6-3 6-2 6-3,VRAI,12,
588,Marc Gicquel,France,FRA,Pere Riba,Spain,ESP,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,6-3 6-2 7-6(5),FAUX,12,
588,Marco Chiudinelli,Switzerland,SUI,Olivier Rochus,Belgium,BEL,07/06/2010,Halle,B,3,G,FAUX,80,R32,6-3 2-6 6-3,VRAI,12,
588,Marcos Baghdatis,Cyprus,CYP,David Ferrer,Spain,ESP,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,4-6 3-6 7-6(4) 6-3 6-1,VRAI,12,
588,Marcos Baghdatis,Cyprus,CYP,Marco Chiudinelli,Switzerland,SUI,09/05/2010,Madrid Masters,M,3,C,FAUX,40,R64,6-3 6-4,VRAI,12,
588,Mardy Fish,United States,USA,Gilles Simon,France,FRA,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,R64,7-6(4) 7-5,VRAI,12,
588,Marin Cilic,Croatia,CRO,Lukas Lacko,Slovakia,SVK,20/09/2010,Metz,B,3,H,VRAI,68,R16,7-5 7-6(3),VRAI,12,
588,Marin Cilic,Croatia,CRO,Daniel Koellerer,Austria,AUT,01/02/2010,Zagreb,B,3,H,VRAI,66,R16,6-2 6-1,VRAI,12,
588,Marin Cilic,Croatia,CRO,Andreas Haider Maurer,Austria,AUT,25/10/2010,Vienna,B,3,H,VRAI,69,QF,7-6(1) 6-4,FAUX,12,
588,Marin Cilic,Croatia,CRO,Leonardo Mayer,Argentina,ARG,24/05/2010,Roland Garros,G,5,C,FAUX,45,R32,6-4 3-6 7-5 6-7(5) 6-4,VRAI,12,
588,Mario Ancic,Croatia,CRO,Jeremy Chardy,France,FRA,24/03/2010,Miami Masters,M,3,H,FAUX,58,R128,6-4 6-4,FAUX,12,
588,Mario Ancic,Croatia,CRO,Bobby Reynolds,United States,USA,11/03/2010,Indian Wells Masters,M,3,H,FAUX,56,R128,4-6 6-3 6-4,VRAI,12,
588,Matthew Ebden,Australia,AUS,Jurgen Melzer,Austria,AUT,03/01/2010,Brisbane,B,3,H,FAUX,67,R32,7-5 6-1,VRAI,12,
588,Michael Llodra,France,FRA,Tommy Robredo,Spain,ESP,30/08/2010,US Open,G,5,H,FAUX,65,R32,3-6 7-6(6) 6-4 2-1 RET,FAUX,12,RET
588,Michael Llodra,France,FRA,Alexandr Dolgopolov,Ukraine,UKR,13/06/2010,Eastbourne,B,3,G,FAUX,71,SF,6-3 7-5,VRAI,12,
588,Mikhail Youzhny,Russian Federation,RUS,Richard Gasquet,France,FRA,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-7(9) 4-6 7-6(2) 7-6(4) 6-4,VRAI,12,
588,Mikhail Youzhny,Russian Federation,RUS,Paul Henri Mathieu,France,FRA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R64,6-4 2-6 2-6 6-3 6-4,FAUX,12,
588,Mischa Zverev,Germany,GER,Lukasz Kubot,Poland,POL,18/01/2010,Australian Open,G,5,H,FAUX,52,R128,6-3 6-3 6-3,FAUX,12,
588,Nicolas Almagro,Spain,ESP,Santiago Giraldo,Colombia,COL,25/10/2010,Vienna,B,3,H,VRAI,69,R16,7-6(4) 6-7(3) 6-3,VRAI,12,
588,Nicolas Almagro,Spain,ESP,Guillermo Garcia Lopez,Spain,ESP,30/08/2010,US Open,G,5,H,FAUX,65,R64,6-3 7-6(5) 4-6 7-6(4),VRAI,12,
588,Nikolay Davydenko,Russian Federation,RUS,Mischa Zverev,Germany,GER,25/10/2010,Montpellier,B,3,H,VRAI,78,R16,7-5 6-3,VRAI,12,
588,Novak Djokovic,Serbia,SRB,Marco Chiudinelli,Switzerland,SUI,18/01/2010,Australian Open,G,5,H,FAUX,52,R64,3-6 6-1 6-1 6-3,VRAI,12,
588,Pablo Cuevas,Uruguay,URU,Thiemo De Bakker,Netherlands,NED,25/10/2010,Vienna,B,3,H,VRAI,69,R32,7-6(6) 1-6 6-4,VRAI,12,
588,Paul Henri Mathieu,France,FRA,Denis Istomin,Uzbekistan,UZB,18/10/2010,Moscow,B,3,H,VRAI,79,R16,1-6 7-5 6-3,FAUX,12,
588,Peter Luczak,Australia,AUS,David Marrero,Spain,ESP,01/02/2010,Santiago,B,3,C,FAUX,39,R16,6-3 7-6(4),VRAI,12,
588,Philipp Petzschner,Germany,GER,Carsten Ball,Australia,AUS,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,3-6 6-7(4) 6-2 7-5 9-7,FAUX,12,
588,Philipp Petzschner,Germany,GER,John Isner,United States,USA,15/02/2010,Memphis,A,3,H,VRAI,73,SF,7-5 4-6 6-3,FAUX,12,
588,Radek Stepanek,Czech Republic,CZE,Marco Chiudinelli,Switzerland,SUI,04/10/2010,Tokyo,A,3,H,FAUX,84,R16,5-7 7-6(7) 4-1 RET,VRAI,12,RET
588,Rafael Nadal,Spain,ESP,Robin Soderling,Sweden,SWE,21/06/2010,Wimbledon,G,5,G,FAUX,88,QF,3-6 6-3 7-6(4) 6-1,VRAI,12,
588,Rafael Nadal,Spain,ESP,Philipp Petzschner,Germany,GER,21/06/2010,Wimbledon,G,5,G,FAUX,88,R32,6-4 4-6 6-7(5) 6-2 6-3,VRAI,12,
588,Rajeev Ram,United States,USA,Raven Klaasen,South Africa,RSA,05/07/2010,Newport,B,3,G,FAUX,72,R16,5-7 6-1 7-6(3),FAUX,12,
588,Rajeev Ram,United States,USA,Andy Roddick,United States,USA,21/06/2010,Wimbledon,G,5,G,FAUX,88,R128,6-3 6-2 6-2,FAUX,12,
588,Rajeev Ram,United States,USA,Feliciano Lopez,Spain,ESP,01/02/2010,Johannesburg,B,3,H,FAUX,48,QF,7-6(2) 6-3,FAUX,12,
588,Rajeev Ram,United States,USA,Yuri Schukin,Kazakhstan,KAZ,24/05/2010,Roland Garros,G,5,C,FAUX,45,R128,3-6 6-4 6-2 6-4,FAUX,12,
588,Rajeev Ram,United States,USA,Andy Roddick,United States,USA,19/07/2010,Atlanta,B,3,H,FAUX,47,R16,6-1 6-7(1) 6-3,FAUX,12,
588,Rajeev Ram,United States,USA,Ivan Navarro,Spain,ESP,05/07/2010,Newport,B,3,G,FAUX,72,R32,6-3 7-6(3),VRAI,12,
588,Raven Klaasen,South Africa,RSA,Rajeev Ram,United States,USA,05/07/2010,Newport,B,3,G,FAUX,72,R16,5-7 6-1 7-6(3),VRAI,12,
588,Robert Kendrick,United States,USA,Ernests Gulbis,Latvia,LAT,15/02/2010,Memphis,A,3,H,VRAI,73,R32,6-4 6-4,FAUX,12,
588,Robin Soderling,Sweden,SWE,David Ferrer,Spain,ESP,21/11/2010,Tour Finals,F,3,H,VRAI,90,RR,7-5 7-5,VRAI,12,
588,Robin Soderling,Sweden,SWE,Ernests Gulbis,Latvia,LAT,09/08/2010,Canada Masters,M,3,H,FAUX,68,R32,4-6 6-4 6-4,VRAI,12,
588,Robin Soderling,Sweden,SWE,Roger Federer,Switzerland,SUI,21/11/2010,Tour Finals,F,3,H,VRAI,90,RR,7-6(5) 6-3,FAUX,12,
588,Roger Federer,Switzerland,SUI,Christophe Rochus,Belgium,BEL,04/01/2010,Doha,B,3,H,FAUX,49,R32,6-1 6-2,VRAI,12,
588,Roger Federer,Switzerland,SUI,Robin Soderling,Sweden,SWE,24/05/2010,Roland Garros,G,5,C,FAUX,45,QF,3-6 6-3 7-5 6-4,FAUX,12,
588,Roger Federer,Switzerland,SUI,Nikolay Davydenko,Russian Federation,RUS,15/08/2010,Cincinnati Masters,M,3,H,FAUX,79,QF,6-4 7-5,VRAI,12,
588,Roger Federer,Switzerland,SUI,Philipp Kohlschreiber,Germany,GER,07/06/2010,Halle,B,3,G,FAUX,80,QF,7-5 6-3,VRAI,12,
